787852,0,24,1
50456,0,24,1
812769,0,24,1
666691,0,24,10
785893,0,24,1
107375,0,24,1
314888,0,24,2
831562,0,24,1
423537,0,24,5
837633,0,24,1
302246,0,24,1
784868,0,24,1
21865,0,24,3
679845,0,24,2
393774,0,24,1
693925,0,24,5
867666,0,24,2
123515,0,24,2
460756,0,24,1
803051,0,24,1
361577,0,24,2
575537,0,24,2
590646,0,24,1
343834,0,24,2
220787,0,24,2
451077,0,24,1
802737,0,24,1
279955,0,24,1
615831,0,24,2
583466,0,24,1
218906,0,24,1
739334,0,24,1
371882,0,24,1
455326,0,24,2
618280,0,24,2
234835,0,24,1
95552,0,24,4
270178,0,24,1
93647,0,24,3
840530,0,24,3
321262,0,24,2
520629,0,24,1
200124,0,24,1
584663,0,24,1
819644,0,24,1
109665,0,24,3
199708,0,24,1
224966,0,24,2
698263,0,24,1
275321,0,24,1
224607,0,24,1
622570,0,24,1
482887,0,24,1
454189,0,24,1
575806,0,24,2
519649,0,24,1
338,0,24,26
508880,0,24,1
533186,0,24,1
158667,0,24,1
819080,0,24,1
459221,0,24,3
365222,0,24,6
267468,0,24,11
817238,0,24,2
96575,0,24,3
280800,0,24,1
517999,0,24,6
273224,0,24,1
638864,0,24,1
846434,0,24,2
571748,0,24,2
334161,0,24,1
785961,0,24,1
622038,0,24,4
867049,0,24,1
842136,0,24,2
787024,0,24,25
157183,0,24,3
102868,0,24,1
68647,0,24,2
117124,0,24,4
254176,0,24,1
453258,0,24,1
235410,0,24,1
340250,0,24,2
850059,0,24,1
151688,0,24,1
526080,0,24,1
734327,0,24,1
113536,0,24,3
824941,0,24,2
525724,0,24,1
82760,0,24,3
778766,0,24,3
758892,0,24,1
319153,0,24,3
188536,0,24,2
249578,0,24,1
438783,0,24,2
275395,0,24,2
221782,0,24,1
308554,0,24,1
818991,0,24,1
32981,0,24,21
698956,0,24,1
384071,0,24,1
759925,0,24,4
744099,0,24,2
534724,0,24,3
521425,0,24,1
751736,0,24,1
660985,0,24,1
463232,0,24,1
253369,0,24,1
561199,0,24,1
646217,0,24,2
661430,0,24,6
359224,0,24,3
778606,0,24,2
128992,0,24,1
125868,0,24,3
865765,0,24,1
1748,0,24,3
270340,0,24,1
788470,0,24,1
144272,0,24,10
646500,0,24,1
119307,0,24,1
557787,0,24,1
152879,0,24,3
303434,0,24,1
397673,0,24,2
53983,0,24,1
329644,0,24,1
510224,0,24,1
509422,0,24,2
23206,0,24,1
792042,0,24,3
310250,0,24,1
64796,0,24,3
58430,0,24,1
870000,0,24,1
509968,0,24,3
719168,0,24,2
316399,0,24,1
814667,0,24,1
582307,0,24,1
848043,0,24,1
328728,0,24,3
682546,0,24,4
156555,0,24,1
332382,0,24,1
31607,0,24,3
773650,0,24,1
8917,0,24,2
147247,0,24,1
461495,0,24,1
320174,0,24,1
140247,0,24,2
586077,0,24,4
777802,0,24,3
225200,0,24,2
292251,0,24,6
723943,0,24,1
694624,0,24,1
383906,0,24,2
535165,0,24,25
555648,0,24,2
125461,0,24,1
347427,0,24,2
53970,0,24,2
129141,0,24,1
630773,0,24,1
490132,0,24,1
642960,0,24,1
549982,0,24,7
520117,0,24,1
328444,0,24,2
793147,0,24,2
416138,0,24,1
156513,0,24,1
706452,0,24,1
712765,0,24,2
553178,0,24,1
507267,0,24,13
445940,0,24,5
219459,0,24,1
259104,0,24,1
527280,0,24,1
754532,0,24,1
362753,0,24,3
770326,0,24,4
771485,0,24,1
498843,0,24,1
852206,0,24,4
705986,0,24,6
135069,0,24,1
641138,0,24,1
489551,0,24,2
634980,0,24,3
735593,0,24,4
447951,0,24,1
252442,0,24,1
475765,0,24,1
658834,0,24,1
111351,0,24,1
595364,0,24,1
645974,0,24,2
813994,0,24,1
712525,0,24,1
387870,0,24,1
112135,0,24,1
677281,0,24,14
422165,0,24,1
346888,0,24,1
436093,0,24,1
726404,0,24,1
508881,0,24,1
786390,0,24,1
329528,0,24,1
338208,0,24,6
508149,0,24,1
753063,0,24,5
831728,0,24,1
249416,0,24,1
3,0,24,14
269491,0,24,1
857277,0,24,1
211756,0,24,1
700610,0,24,1
680618,0,24,2
697156,0,24,2
809598,0,24,2
847448,0,24,2
243812,0,24,1
781548,0,24,1
455796,0,24,1
524173,0,24,1
675715,0,24,2
477349,0,24,3
354251,0,24,3
327782,0,24,2
815191,0,24,1
16843,0,24,1
672400,0,24,1
240365,0,24,2
156060,0,24,1
264077,0,24,1
449536,0,24,1
861624,0,24,1
803014,0,24,1
289202,0,24,1
802978,0,24,3
854899,0,24,1
229623,0,24,2
276971,0,24,1
349071,0,24,1
254828,0,24,1
253395,0,24,1
785654,0,24,1
417790,0,24,3
510239,0,24,5
256602,0,24,1
783897,0,24,1
850342,0,24,1
176437,0,24,3
839761,0,24,1
779360,0,24,3
